sale_id,product_id,supplier_id,model,product_type,price_usd,year,month,sales_qty,revenue_usd,lead_time_days
36,1,1,KS-7A,Screw,1800.0,2024,12,10,18000.0,37
37,2,1,KS-15A,Screw,3200.0,2022,1,3,9600.0,42
38,2,1,KS-15A,Screw,3200.0,2022,2,3,9600.0,41
39,2,1,KS-15A,Screw,3200.0,2022,3,5,16000.0,44
40,2,1,KS-15A,Screw,3200.0,2022,4,6,19200.0,61
41,2,1,KS-15A,Screw,3200.0,2022,5,5,16000.0,18
42,2,1,KS-15A,Screw,3200.0,2022,6,7,22400.0,58
43,2,1,KS-15A,Screw,3200.0,2022,7,4,12800.0,56
44,2,1,KS-15A,Screw,3200.0,2022,8,8,25600.0,56
45,2,1,KS-15A,Screw,3200.0,2022,9,5,16000.0,21
46,2,1,KS-15A,Screw,3200.0,2022,10,6,19200.0,18
47,2,1,KS-15A,Screw,3200.0,2022,11,4,12800.0,40
48,2,1,KS-15A,Screw,3200.0,2022,12,4,12800.0,61
49,2,1,KS-15A,Screw,3200.0,2023,1,4,12800.0,36
50,2,1,KS-15A,Screw,3200.0,2023,2,3,9600.0,21
51,2,1,KS-15A,Screw,3200.0,2023,3,6,19200.0,30
52,2,1,KS-15A,Screw,3200.0,2023,4,8,25600.0,27
53,2,1,KS-15A,Screw,3200.0,2023,5,9,28800.0,27
54,2,1,KS-15A,Screw,3200.0,2023,6,9,28800.0,49
55,2,1,KS-15A,Screw,3200.0,2023,7,7,22400.0,43
56,2,1,KS-15A,Screw,3200.0,2023,8,8,25600.0,23
57,2,1,KS-15A,Screw,3200.0,2023,9,4,12800.0,42
58,2,1,KS-15A,Screw,3200.0,2023,10,4,12800.0,26
59,2,1,KS-15A,Screw,3200.0,2023,11,3,9600.0,32
60,2,1,KS-15A,Screw,3200.0,2023,12,4,12800.0,44
61,2,1,KS-15A,Screw,3200.0,2024,1,4,12800.0,30
62,2,1,KS-15A,Screw,3200.0,2024,2,3,9600.0,19
63,2,1,KS-15A,Screw,3200.0,2024,3,6,19200.0,43
64,2,1,KS-15A,Screw,3200.0,2024,4,6,19200.0,50
65,2,1,KS-15A,Screw,3200.0,2024,5,6,19200.0,21
66,2,1,KS-15A,Screw,3200.0,2024,6,8,25600.0,18
67,2,1,KS-15A,Screw,3200.0,2024,7,5,16000.0,56
68,2,1,KS-15A,Screw,3200.0,2024,8,8,25600.0,49
69,2,1,KS-15A,Screw,3200.0,2024,9,5,16000.0,15
70,2,1,KS-15A,Screw,3200.0,2024,10,8,25600.0,20
71,2,1,KS-15A,Screw,3200.0,2024,11,6,19200.0,63
72,2,1,KS-15A,Screw,3200.0,2024,12,4,12800.0,30
73,3,1,KS-37A,Screw,6500.0,2022,1,1,6500.0,25
74,3,1,KS-37A,Screw,6500.0,2022,2,2,13000.0,41
75,3,1,KS-37A,Screw,6500.0,2022,3,2,13000.0,46
76,3,1,KS-37A,Screw,6500.0,2022,4,3,19500.0,45
77,3,1,KS-37A,Screw,6500.0,2022,5,4,26000.0,28
78,3,1,KS-37A,Screw,6500.0,2022,6,2,13000.0,40
79,3,1,KS-37A,Screw,6500.0,2022,7,3,19500.0,18
80,3,1,KS-37A,Screw,6500.0,2022,8,2,13000.0,25
81,3,1,KS-37A,Screw,6500.0,2022,9,3,19500.0,39
82,3,1,KS-37A,Screw,6500.0,2022,10,3,19500.0,15
83,3,1,KS-37A,Screw,6500.0,2022,11,2,13000.0,39
84,3,1,KS-37A,Screw,6500.0,2022,12,1,6500.0,31
85,3,1,KS-37A,Screw,6500.0,2023,1,1,6500.0,65
86,3,1,KS-37A,Screw,6500.0,2023,2,1,6500.0,65
87,3,1,KS-37A,Screw,6500.0,2023,3,3,19500.0,44
88,3,1,KS-37A,Screw,6500.0,2023,4,3,19500.0,33
89,3,1,KS-37A,Screw,6500.0,2023,5,4,26000.0,42
90,3,1,KS-37A,Screw,6500.0,2023,6,3,19500.0,59
91,3,1,KS-37A,Screw,6500.0,2023,7,2,13000.0,61
92,3,1,KS-37A,Screw,6500.0,2023,8,3,19500.0,65
93,3,1,KS-37A,Screw,6500.0,2023,9,3,19500.0,50
94,3,1,KS-37A,Screw,6500.0,2023,10,3,19500.0,57
95,3,1,KS-37A,Screw,6500.0,2023,11,3,19500.0,60
96,3,1,KS-37A,Screw,6500.0,2023,12,2,13000.0,46
97,3,1,KS-37A,Screw,6500.0,2024,1,2,13000.0,24
98,3,1,KS-37A,Screw,6500.0,2024,2,2,13000.0,27
99,3,1,KS-37A,Screw,6500.0,2024,3,2,13000.0,33
100,3,1,KS-37A,Screw,6500.0,2024,4,2,13000.0,28
101,3,1,KS-37A,Screw,6500.0,2024,5,2,13000.0,18
102,3,1,KS-37A,Screw,6500.0,2024,6,4,26000.0,52
103,3,1,KS-37A,Screw,6500.0,2024,7,3,19500.0,62
104,3,1,KS-37A,Screw,6500.0,2024,8,3,19500.0,49
105,3,1,KS-37A,Screw,6500.0,2024,9,4,26000.0,18
106,3,1,KS-37A,Screw,6500.0,2024,10,2,13000.0,62
107,3,1,KS-37A,Screw,6500.0,2024,11,2,13000.0,35
108,3,1,KS-37A,Screw,6500.0,2024,12,2,13000.0,18
109,4,2,VS-10,Screw,2200.0,2022,1,4,8800.0,18
110,4,2,VS-10,Screw,2200.0,2022,2,4,8800.0,52
111,4,2,VS-10,Screw,2200.0,2022,3,6,13200.0,45
112,4,2,VS-10,Screw,2200.0,2022,4,7,15400.0,47
113,4,2,VS-10,Screw,2200.0,2022,5,13,28600.0,48
114,4,2,VS-10,Screw,2200.0,2022,6,13,28600.0,25
115,4,2,VS-10,Screw,2200.0,2022,7,11,24200.0,18
116,4,2,VS-10,Screw,2200.0,2022,8,12,26400.0,47
117,4,2,VS-10,Screw,2200.0,2022,9,11,24200.0,20
118,4,2,VS-10,Screw,2200.0,2022,10,6,13200.0,26
119,4,2,VS-10,Screw,2200.0,2022,11,9,19800.0,19
120,4,2,VS-10,Screw,2200.0,2022,12,6,13200.0,53
121,4,2,VS-10,Screw,2200.0,2023,1,7,15400.0,19
122,4,2,VS-10,Screw,2200.0,2023,2,8,17600.0,58
123,4,2,VS-10,Screw,2200.0,2023,3,7,15400.0,30
124,4,2,VS-10,Screw,2200.0,2023,4,7,15400.0,40
125,4,2,VS-10,Screw,2200.0,2023,5,9,19800.0,22
126,4,2,VS-10,Screw,2200.0,2023,6,11,24200.0,51
127,4,2,VS-10,Screw,2200.0,2023,7,12,26400.0,30
128,4,2,VS-10,Screw,2200.0,2023,8,12,26400.0,52
129,4,2,VS-10,Screw,2200.0,2023,9,6,13200.0,53
130,4,2,VS-10,Screw,2200.0,2023,10,9,19800.0,17
131,4,2,VS-10,Screw,2200.0,2023,11,7,15400.0,54
132,4,2,VS-10,Screw,2200.0,2023,12,5,11000.0,20
133,4,2,VS-10,Screw,2200.0,2024,1,4,8800.0,41
134,4,2,VS-10,Screw,2200.0,2024,2,6,13200.0,57
135,4,2,VS-10,Screw,2200.0,2024,3,10,22000.0,52
136,4,2,VS-10,Screw,2200.0,2024,4,9,19800.0,51
137,4,2,VS-10,Screw,2200.0,2024,5,12,26400.0,48
138,4,2,VS-10,Screw,2200.0,2024,6,13,28600.0,35
139,4,2,VS-10,Screw,2200.0,2024,7,10,22000.0,31
140,4,2,VS-10,Screw,2200.0,2024,8,13,28600.0,28
141,4,2,VS-10,Screw,2200.0,2024,9,13,28600.0,57
142,4,2,VS-10,Screw,2200.0,2024,10,8,17600.0,60
143,4,2,VS-10,Screw,2200.0,2024,11,8,17600.0,35
144,4,2,VS-10,Screw,2200.0,2024,12,6,13200.0,30
145,5,2,VS-22,Screw,4100.0,2022,1,2,8200.0,31
146,5,2,VS-22,Screw,4100.0,2022,2,2,8200.0,40
147,5,2,VS-22,Screw,4100.0,2022,3,3,12300.0,23
148,5,2,VS-22,Screw,4100.0,2022,4,4,16400.0,57
149,5,2,VS-22,Screw,4100.0,2022,5,3,12300.0,56
150,5,2,VS-22,Screw,4100.0,2022,6,4,16400.0,34
151,5,2,VS-22,Screw,4100.0,2022,7,5,20500.0,44
152,5,2,VS-22,Screw,4100.0,2022,8,3,12300.0,35
153,5,2,VS-22,Screw,4100.0,2022,9,3,12300.0,63
154,5,2,VS-22,Screw,4100.0,2022,10,3,12300.0,19
155,5,2,VS-22,Screw,4100.0,2022,11,4,16400.0,15
156,5,2,VS-22,Screw,4100.0,2022,12,2,8200.0,44
157,5,2,VS-22,Screw,4100.0,2023,1,3,12300.0,54
158,5,2,VS-22,Screw,4100.0,2023,2,3,12300.0,51
159,5,2,VS-22,Screw,4100.0,2023,3,3,12300.0,21
160,5,2,VS-22,Screw,4100.0,2023,4,5,20500.0,19
161,5,2,VS-22,Screw,4100.0,2023,5,4,16400.0,49
162,5,2,VS-22,Screw,4100.0,2023,6,5,20500.0,28
163,5,2,VS-22,Screw,4100.0,2023,7,5,20500.0,47
164,5,2,VS-22,Screw,4100.0,2023,8,4,16400.0,31
165,5,2,VS-22,Screw,4100.0,2023,9,3,12300.0,23
166,5,2,VS-22,Screw,4100.0,2023,10,4,16400.0,37
167,5,2,VS-22,Screw,4100.0,2023,11,3,12300.0,19
168,5,2,VS-22,Screw,4100.0,2023,12,2,8200.0,30
169,5,2,VS-22,Screw,4100.0,2024,1,2,8200.0,38
170,5,2,VS-22,Screw,4100.0,2024,2,3,12300.0,33
171,5,2,VS-22,Screw,4100.0,2024,3,4,16400.0,25
172,5,2,VS-22,Screw,4100.0,2024,4,3,12300.0,43
173,5,2,VS-22,Screw,4100.0,2024,5,5,20500.0,49
174,5,2,VS-22,Screw,4100.0,2024,6,4,16400.0,60
175,5,2,VS-22,Screw,4100.0,2024,7,5,20500.0,34
176,5,2,VS-22,Screw,4100.0,2024,8,3,12300.0,54
177,5,2,VS-22,Screw,4100.0,2024,9,5,20500.0,56
178,5,2,VS-22,Screw,4100.0,2024,10,3,12300.0,48
179,5,2,VS-22,Screw,4100.0,2024,11,4,16400.0,15
180,5,2,VS-22,Screw,4100.0,2024,12,2,8200.0,57
181,6,2,TH-100,Piston,950.0,2022,1,12,11400.0,50
182,6,2,TH-100,Piston,950.0,2022,2,11,10450.0,34
183,6,2,TH-100,Piston,950.0,2022,3,22,20900.0,57
184,6,2,TH-100,Piston,950.0,2022,4,28,26600.0,21
185,6,2,TH-100,Piston,950.0,2022,5,21,19950.0,23
186,6,2,TH-100,Piston,950.0,2022,6,28,26600.0,31
187,6,2,TH-100,Piston,950.0,2022,7,28,26600.0,22
188,6,2,TH-100,Piston,950.0,2022,8,23,21850.0,21
189,6,2,TH-100,Piston,950.0,2022,9,22,20900.0,62
190,6,2,TH-100,Piston,950.0,2022,10,16,15200.0,50
191,6,2,TH-100,Piston,950.0,2022,11,13,12350.0,24
192,6,2,TH-100,Piston,950.0,2022,12,19,18050.0,32
193,6,2,TH-100,Piston,950.0,2023,1,17,16150.0,33
194,6,2,TH-100,Piston,950.0,2023,2,16,15200.0,53
195,6,2,TH-100,Piston,950.0,2023,3,16,15200.0,28
196,6,2,TH-100,Piston,950.0,2023,4,22,20900.0,60
197,6,2,TH-100,Piston,950.0,2023,5,30,28500.0,36
198,6,2,TH-100,Piston,950.0,2023,6,34,32300.0,28
199,6,2,TH-100,Piston,950.0,2023,7,31,29450.0,58
200,6,2,TH-100,Piston,950.0,2023,8,28,26600.0,55
201,6,2,TH-100,Piston,950.0,2023,9,25,23750.0,31
202,6,2,TH-100,Piston,950.0,2023,10,15,14250.0,47
203,6,2,TH-100,Piston,950.0,2023,11,14,13300.0,46
204,6,2,TH-100,Piston,950.0,2023,12,20,19000.0,31
205,6,2,TH-100,Piston,950.0,2024,1,15,14250.0,18
206,6,2,TH-100,Piston,950.0,2024,2,11,10450.0,20
207,6,2,TH-100,Piston,950.0,2024,3,14,13300.0,55
208,6,2,TH-100,Piston,950.0,2024,4,27,25650.0,42
209,6,2,TH-100,Piston,950.0,2024,5,19,18050.0,32
210,6,2,TH-100,Piston,950.0,2024,6,22,20900.0,17
211,6,2,TH-100,Piston,950.0,2024,7,27,25650.0,15
212,6,2,TH-100,Piston,950.0,2024,8,28,26600.0,36
213,6,2,TH-100,Piston,950.0,2024,9,26,24700.0,64
214,6,2,TH-100,Piston,950.0,2024,10,18,17100.0,23
215,6,2,TH-100,Piston,950.0,2024,11,22,20900.0,55
216,6,2,TH-100,Piston,950.0,2024,12,14,13300.0,31
217,7,3,DA-7A,Screw,1650.0,2022,1,6,9900.0,25
218,7,3,DA-7A,Screw,1650.0,2022,2,9,14850.0,62
219,7,3,DA-7A,Screw,1650.0,2022,3,11,18150.0,43
220,7,3,DA-7A,Screw,1650.0,2022,4,15,24750.0,50
221,7,3,DA-7A,Screw,1650.0,2022,5,15,24750.0,60
222,7,3,DA-7A,Screw,1650.0,2022,6,15,24750.0,42
223,7,3,DA-7A,Screw,1650.0,2022,7,10,16500.0,50
224,7,3,DA-7A,Screw,1650.0,2022,8,12,19800.0,15
225,7,3,DA-7A,Screw,1650.0,2022,9,10,16500.0,22
226,7,3,DA-7A,Screw,1650.0,2022,10,9,14850.0,19
227,7,3,DA-7A,Screw,1650.0,2022,11,13,21450.0,59
228,7,3,DA-7A,Screw,1650.0,2022,12,8,13200.0,24
229,7,3,DA-7A,Screw,1650.0,2023,1,10,16500.0,49
230,7,3,DA-7A,Screw,1650.0,2023,2,9,14850.0,17
231,7,3,DA-7A,Screw,1650.0,2023,3,12,19800.0,38
232,7,3,DA-7A,Screw,1650.0,2023,4,13,21450.0,52
233,7,3,DA-7A,Screw,1650.0,2023,5,15,24750.0,50
234,7,3,DA-7A,Screw,1650.0,2023,6,15,24750.0,24
235,7,3,DA-7A,Screw,1650.0,2023,7,11,18150.0,42
236,7,3,DA-7A,Screw,1650.0,2023,8,15,24750.0,23
237,7,3,DA-7A,Screw,1650.0,2023,9,11,18150.0,17
238,7,3,DA-7A,Screw,1650.0,2023,10,8,13200.0,34
239,7,3,DA-7A,Screw,1650.0,2023,11,11,18150.0,38
240,7,3,DA-7A,Screw,1650.0,2023,12,7,11550.0,65
241,7,3,DA-7A,Screw,1650.0,2024,1,10,16500.0,17
242,7,3,DA-7A,Screw,1650.0,2024,2,11,18150.0,37
243,7,3,DA-7A,Screw,1650.0,2024,3,14,23100.0,28
244,7,3,DA-7A,Screw,1650.0,2024,4,13,21450.0,58
245,7,3,DA-7A,Screw,1650.0,2024,5,11,18150.0,30
246,7,3,DA-7A,Screw,1650.0,2024,6,20,33000.0,57
247,7,3,DA-7A,Screw,1650.0,2024,7,14,23100.0,21
248,7,3,DA-7A,Screw,1650.0,2024,8,18,29700.0,37
249,7,3,DA-7A,Screw,1650.0,2024,9,17,28050.0,64
250,7,3,DA-7A,Screw,1650.0,2024,10,15,24750.0,50
251,7,3,DA-7A,Screw,1650.0,2024,11,9,14850.0,41
252,7,3,DA-7A,Screw,1650.0,2024,12,9,14850.0,54
253,8,3,DA-22A,Screw,3900.0,2022,1,3,11700.0,62
254,8,3,DA-22A,Screw,3900.0,2022,2,3,11700.0,24
255,8,3,DA-22A,Screw,3900.0,2022,3,3,11700.0,30
256,8,3,DA-22A,Screw,3900.0,2022,4,5,19500.0,25
257,8,3,DA-22A,Screw,3900.0,2022,5,7,27300.0,26
258,8,3,DA-22A,Screw,3900.0,2022,6,6,23400.0,41
259,8,3,DA-22A,Screw,3900.0,2022,7,5,19500.0,16
260,8,3,DA-22A,Screw,3900.0,2022,8,4,15600.0,26
261,8,3,DA-22A,Screw,3900.0,2022,9,5,19500.0,62
262,8,3,DA-22A,Screw,3900.0,2022,10,6,23400.0,36
263,8,3,DA-22A,Screw,3900.0,2022,11,3,11700.0,65
264,8,3,DA-22A,Screw,3900.0,2022,12,3,11700.0,41
265,8,3,DA-22A,Screw,3900.0,2023,1,4,15600.0,57
266,8,3,DA-22A,Screw,3900.0,2023,2,4,15600.0,62
267,8,3,DA-22A,Screw,3900.0,2023,3,4,15600.0,30
268,8,3,DA-22A,Screw,3900.0,2023,4,6,23400.0,32
269,8,3,DA-22A,Screw,3900.0,2023,5,5,19500.0,25
270,8,3,DA-22A,Screw,3900.0,2023,6,5,19500.0,65
271,8,3,DA-22A,Screw,3900.0,2023,7,7,27300.0,59
272,8,3,DA-22A,Screw,3900.0,2023,8,6,23400.0,21
273,8,3,DA-22A,Screw,3900.0,2023,9,6,23400.0,39
274,8,3,DA-22A,Screw,3900.0,2023,10,6,23400.0,17
275,8,3,DA-22A,Screw,3900.0,2023,11,4,15600.0,45
276,8,3,DA-22A,Screw,3900.0,2023,12,3,11700.0,29
277,8,3,DA-22A,Screw,3900.0,2024,1,4,15600.0,27
278,8,3,DA-22A,Screw,3900.0,2024,2,4,15600.0,44
279,8,3,DA-22A,Screw,3900.0,2024,3,5,19500.0,37
280,8,3,DA-22A,Screw,3900.0,2024,4,7,27300.0,34
281,8,3,DA-22A,Screw,3900.0,2024,5,8,31200.0,65
282,8,3,DA-22A,Screw,3900.0,2024,6,6,23400.0,29
283,8,3,DA-22A,Screw,3900.0,2024,7,5,19500.0,29
284,8,3,DA-22A,Screw,3900.0,2024,8,4,15600.0,16
285,8,3,DA-22A,Screw,3900.0,2024,9,6,23400.0,57
286,8,3,DA-22A,Screw,3900.0,2024,10,3,11700.0,27
287,8,3,DA-22A,Screw,3900.0,2024,11,4,15600.0,40
288,8,3,DA-22A,Screw,3900.0,2024,12,4,15600.0,36
289,9,3,DNA-37,Variable,8200.0,2022,1,1,8200.0,32
290,9,3,DNA-37,Variable,8200.0,2022,2,1,8200.0,19
291,9,3,DNA-37,Variable,8200.0,2022,3,1,8200.0,64
292,9,3,DNA-37,Variable,8200.0,2022,4,1,8200.0,32
293,9,3,DNA-37,Variable,8200.0,2022,5,2,16400.0,37
294,9,3,DNA-37,Variable,8200.0,2022,6,2,16400.0,56
295,9,3,DNA-37,Variable,8200.0,2022,7,1,8200.0,47
296,9,3,DNA-37,Variable,8200.0,2022,8,2,16400.0,40
297,9,3,DNA-37,Variable,8200.0,2022,9,2,16400.0,58
298,9,3,DNA-37,Variable,8200.0,2022,10,1,8200.0,49
299,9,3,DNA-37,Variable,8200.0,2022,11,1,8200.0,36
300,9,3,DNA-37,Variable,8200.0,2022,12,1,8200.0,16
301,9,3,DNA-37,Variable,8200.0,2023,1,0,0.0,22
302,9,3,DNA-37,Variable,8200.0,2023,2,1,8200.0,31
303,9,3,DNA-37,Variable,8200.0,2023,3,1,8200.0,26
304,9,3,DNA-37,Variable,8200.0,2023,4,2,16400.0,52
305,9,3,DNA-37,Variable,8200.0,2023,5,2,16400.0,31
306,9,3,DNA-37,Variable,8200.0,2023,6,3,24600.0,17
307,9,3,DNA-37,Variable,8200.0,2023,7,2,16400.0,21
308,9,3,DNA-37,Variable,8200.0,2023,8,2,16400.0,53
309,9,3,DNA-37,Variable,8200.0,2023,9,2,16400.0,42
310,9,3,DNA-37,Variable,8200.0,2023,10,1,8200.0,37
311,9,3,DNA-37,Variable,8200.0,2023,11,1,8200.0,61
312,9,3,DNA-37,Variable,8200.0,2023,12,1,8200.0,65
313,9,3,DNA-37,Variable,8200.0,2024,1,1,8200.0,35
314,9,3,DNA-37,Variable,8200.0,2024,2,1,8200.0,42
315,9,3,DNA-37,Variable,8200.0,2024,3,2,16400.0,53
316,9,3,DNA-37,Variable,8200.0,2024,4,2,16400.0,47
317,9,3,DNA-37,Variable,8200.0,2024,5,2,16400.0,22
318,9,3,DNA-37,Variable,8200.0,2024,6,2,16400.0,39
319,9,3,DNA-37,Variable,8200.0,2024,7,2,16400.0,51
320,9,3,DNA-37,Variable,8200.0,2024,8,2,16400.0,27
321,9,3,DNA-37,Variable,8200.0,2024,9,2,16400.0,31
322,9,3,DNA-37,Variable,8200.0,2024,10,2,16400.0,17
323,9,3,DNA-37,Variable,8200.0,2024,11,2,16400.0,60
324,9,3,DNA-37,Variable,8200.0,2024,12,1,8200.0,42
325,10,3,DNA-75,Variable,15500.0,2022,1,0,0.0,15
326,10,3,DNA-75,Variable,15500.0,2022,2,0,0.0,48
327,10,3,DNA-75,Variable,15500.0,2022,3,0,0.0,49
328,10,3,DNA-75,Variable,15500.0,2022,4,1,15500.0,58
329,10,3,DNA-75,Variable,15500.0,2022,5,1,15500.0,61
330,10,3,DNA-75,Variable,15500.0,2022,6,1,15500.0,62
331,10,3,DNA-75,Variable,15500.0,2022,7,1,15500.0,62
332,10,3,DNA-75,Variable,15500.0,2022,8,1,15500.0,57
333,10,3,DNA-75,Variable,15500.0,2022,9,0,0.0,27
334,10,3,DNA-75,Variable,15500.0,2022,10,0,0.0,38
335,10,3,DNA-75,Variable,15500.0,2022,11,0,0.0,42
336,10,3,DNA-75,Variable,15500.0,2022,12,0,0.0,19
337,10,3,DNA-75,Variable,15500.0,2023,1,0,0.0,57
338,10,3,DNA-75,Variable,15500.0,2023,2,0,0.0,36
339,10,3,DNA-75,Variable,15500.0,2023,3,0,0.0,54
340,10,3,DNA-75,Variable,15500.0,2023,4,0,0.0,35
341,10,3,DNA-75,Variable,15500.0,2023,5,1,15500.0,57
342,10,3,DNA-75,Variable,15500.0,2023,6,1,15500.0,22
343,10,3,DNA-75,Variable,15500.0,2023,7,0,0.0,61
344,10,3,DNA-75,Variable,15500.0,2023,8,1,15500.0,34
345,10,3,DNA-75,Variable,15500.0,2023,9,1,15500.0,47
346,10,3,DNA-75,Variable,15500.0,2023,10,1,15500.0,34
347,10,3,DNA-75,Variable,15500.0,2023,11,0,0.0,57
348,10,3,DNA-75,Variable,15500.0,2023,12,0,0.0,41
349,10,3,DNA-75,Variable,15500.0,2024,1,0,0.0,35
350,10,3,DNA-75,Variable,15500.0,2024,2,0,0.0,40
351,10,3,DNA-75,Variable,15500.0,2024,3,0,0.0,59
352,10,3,DNA-75,Variable,15500.0,2024,4,1,15500.0,33
353,10,3,DNA-75,Variable,15500.0,2024,5,1,15500.0,50
354,10,3,DNA-75,Variable,15500.0,2024,6,1,15500.0,23
355,10,3,DNA-75,Variable,15500.0,2024,7,0,0.0,27
356,10,3,DNA-75,Variable,15500.0,2024,8,1,15500.0,41
357,10,3,DNA-75,Variable,15500.0,2024,9,0,0.0,57
358,10,3,DNA-75,Variable,15500.0,2024,10,1,15500.0,39
359,10,3,DNA-75,Variable,15500.0,2024,11,1,15500.0,58
360,10,3,DNA-75,Variable,15500.0,2024,12,0,0.0,62
361,11,4,JC-7.5,Piston,880.0,2022,1,13,11440.0,26
362,11,4,JC-7.5,Piston,880.0,2022,2,16,14080.0,54
363,11,4,JC-7.5,Piston,880.0,2022,3,18,15840.0,51
364,11,4,JC-7.5,Piston,880.0,2022,4,24,21120.0,34
365,11,4,JC-7.5,Piston,880.0,2022,5,33,29040.0,40
366,11,4,JC-7.5,Piston,880.0,2022,6,25,22000.0,50
367,11,4,JC-7.5,Piston,880.0,2022,7,32,28160.0,15
368,11,4,JC-7.5,Piston,880.0,2022,8,30,26400.0,34
369,11,4,JC-7.5,Piston,880.0,2022,9,18,15840.0,33
370,11,4,JC-7.5,Piston,880.0,2022,10,15,13200.0,28
371,11,4,JC-7.5,Piston,880.0,2022,11,14,12320.0,42
372,11,4,JC-7.5,Piston,880.0,2022,12,11,9680.0,65
373,11,4,JC-7.5,Piston,880.0,2023,1,11,9680.0,52
374,11,4,JC-7.5,Piston,880.0,2023,2,17,14960.0,53
375,11,4,JC-7.5,Piston,880.0,2023,3,14,12320.0,56
376,11,4,JC-7.5,Piston,880.0,2023,4,22,19360.0,35
377,11,4,JC-7.5,Piston,880.0,2023,5,33,29040.0,44
378,11,4,JC-7.5,Piston,880.0,2023,6,20,17600.0,43
379,11,4,JC-7.5,Piston,880.0,2023,7,31,27280.0,43
380,11,4,JC-7.5,Piston,880.0,2023,8,22,19360.0,58
381,11,4,JC-7.5,Piston,880.0,2023,9,18,15840.0,28
382,11,4,JC-7.5,Piston,880.0,2023,10,24,21120.0,47
383,11,4,JC-7.5,Piston,880.0,2023,11,21,18480.0,45
384,11,4,JC-7.5,Piston,880.0,2023,12,21,18480.0,65
385,11,4,JC-7.5,Piston,880.0,2024,1,17,14960.0,65
386,11,4,JC-7.5,Piston,880.0,2024,2,20,17600.0,62
387,11,4,JC-7.5,Piston,880.0,2024,3,17,14960.0,25
388,11,4,JC-7.5,Piston,880.0,2024,4,21,18480.0,57
389,11,4,JC-7.5,Piston,880.0,2024,5,33,29040.0,20
390,11,4,JC-7.5,Piston,880.0,2024,6,35,30800.0,33
391,11,4,JC-7.5,Piston,880.0,2024,7,36,31680.0,47
392,11,4,JC-7.5,Piston,880.0,2024,8,25,22000.0,57
393,11,4,JC-7.5,Piston,880.0,2024,9,23,20240.0,55
394,11,4,JC-7.5,Piston,880.0,2024,10,26,22880.0,54
395,11,4,JC-7.5,Piston,880.0,2024,11,18,15840.0,36
396,11,4,JC-7.5,Piston,880.0,2024,12,22,19360.0,20
397,12,4,JC-22S,Screw,4300.0,2022,1,3,12900.0,63
398,12,4,JC-22S,Screw,4300.0,2022,2,2,8600.0,30
399,12,4,JC-22S,Screw,4300.0,2022,3,3,12900.0,58
400,12,4,JC-22S,Screw,4300.0,2022,4,5,21500.0,34
401,12,4,JC-22S,Screw,4300.0,2022,5,3,12900.0,29
